instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,month,hr,rental_duration,workingday_duration,non_workingday_duration
3,2011-01-03,1,2011,1,0,1,1,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,1,5,3,3.0,0.0
3,2011-01-03,1,2011,1,0,1,1,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,1,6,30,30.0,0.0
3,2011-01-03,1,2011,1,0,1,1,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,1,7,64,64.0,0.0
3,2011-01-03,1,2011,1,0,1,1,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,1,8,154,154.0,0.0
3,2011-01-03,1,2011,1,0,1,1,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,1,9,88,88.0,0.0
3,2011-01-03,1,2011,1,0,1,1,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,1,10,44,44.0,0.0
3,2011-01-03,1,2011,1,0,1,1,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,1,11,51,51.0,0.0
3,2011-01-03,1,2011,1,0,1,1,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,1,12,61,61.0,0.0
3,2011-01-03,1,2011,1,0,1,1,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,1,13,61,61.0,0.0
3,2011-01-03,1,2011,1,0,1,1,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,1,14,77,77.0,0.0
3,2011-01-03,1,2011,1,0,1,1,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,1,15,72,72.0,0.0
3,2011-01-03,1,2011,1,0,1,1,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,1,16,76,76.0,0.0
3,2011-01-03,1,2011,1,0,1,1,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,1,17,157,157.0,0.0
3,2011-01-03,1,2011,1,0,1,1,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,1,18,157,157.0,0.0
3,2011-01-03,1,2011,1,0,1,1,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,1,19,110,110.0,0.0
3,2011-01-03,1,2011,1,0,1,1,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,1,20,52,52.0,0.0
3,2011-01-03,1,2011,1,0,1,1,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,1,21,52,52.0,0.0
3,2011-01-03,1,2011,1,0,1,1,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,1,22,20,20.0,0.0
3,2011-01-03,1,2011,1,0,1,1,1,8.050924,9.47025,43.7273,16.636703,120,1229,1349,1,23,12,12.0,0.0
4,2011-01-04,1,2011,1,0,2,1,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,1,0,5,5.0,0.0
4,2011-01-04,1,2011,1,0,2,1,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,1,1,2,2.0,0.0
4,2011-01-04,1,2011,1,0,2,1,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,1,2,1,1.0,0.0
4,2011-01-04,1,2011,1,0,2,1,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,1,4,2,2.0,0.0
4,2011-01-04,1,2011,1,0,2,1,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,1,5,4,4.0,0.0
4,2011-01-04,1,2011,1,0,2,1,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,1,6,36,36.0,0.0
4,2011-01-04,1,2011,1,0,2,1,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,1,7,94,94.0,0.0
4,2011-01-04,1,2011,1,0,2,1,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,1,8,179,179.0,0.0
4,2011-01-04,1,2011,1,0,2,1,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,1,9,100,100.0,0.0
4,2011-01-04,1,2011,1,0,2,1,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,1,10,42,42.0,0.0
4,2011-01-04,1,2011,1,0,2,1,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,1,11,57,57.0,0.0
4,2011-01-04,1,2011,1,0,2,1,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,1,12,78,78.0,0.0
4,2011-01-04,1,2011,1,0,2,1,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,1,13,97,97.0,0.0
4,2011-01-04,1,2011,1,0,2,1,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,1,14,63,63.0,0.0
4,2011-01-04,1,2011,1,0,2,1,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,1,15,65,65.0,0.0
4,2011-01-04,1,2011,1,0,2,1,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,1,16,83,83.0,0.0
4,2011-01-04,1,2011,1,0,2,1,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,1,17,212,212.0,0.0
4,2011-01-04,1,2011,1,0,2,1,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,1,18,182,182.0,0.0
4,2011-01-04,1,2011,1,0,2,1,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,1,19,112,112.0,0.0
4,2011-01-04,1,2011,1,0,2,1,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,1,20,54,54.0,0.0
4,2011-01-04,1,2011,1,0,2,1,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,1,21,48,48.0,0.0
4,2011-01-04,1,2011,1,0,2,1,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,1,22,35,35.0,0.0
4,2011-01-04,1,2011,1,0,2,1,1,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,1,23,11,11.0,0.0
5,2011-01-05,1,2011,1,0,3,1,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,1,0,6,6.0,0.0
5,2011-01-05,1,2011,1,0,3,1,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,1,1,6,6.0,0.0
5,2011-01-05,1,2011,1,0,3,1,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,1,2,2,2.0,0.0
5,2011-01-05,1,2011,1,0,3,1,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,1,4,2,2.0,0.0
5,2011-01-05,1,2011,1,0,3,1,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,1,5,3,3.0,0.0
5,2011-01-05,1,2011,1,0,3,1,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,1,6,33,33.0,0.0
5,2011-01-05,1,2011,1,0,3,1,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,1,7,88,88.0,0.0
5,2011-01-05,1,2011,1,0,3,1,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,1,8,195,195.0,0.0
5,2011-01-05,1,2011,1,0,3,1,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,1,9,115,115.0,0.0
5,2011-01-05,1,2011,1,0,3,1,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,1,10,57,57.0,0.0
5,2011-01-05,1,2011,1,0,3,1,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,1,11,46,46.0,0.0
5,2011-01-05,1,2011,1,0,3,1,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,1,12,79,79.0,0.0
5,2011-01-05,1,2011,1,0,3,1,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,1,13,71,71.0,0.0
5,2011-01-05,1,2011,1,0,3,1,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,1,14,62,62.0,0.0
5,2011-01-05,1,2011,1,0,3,1,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,1,15,62,62.0,0.0
5,2011-01-05,1,2011,1,0,3,1,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,1,16,89,89.0,0.0
5,2011-01-05,1,2011,1,0,3,1,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,1,17,190,190.0,0.0
5,2011-01-05,1,2011,1,0,3,1,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,1,18,169,169.0,0.0
5,2011-01-05,1,2011,1,0,3,1,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,1,19,132,132.0,0.0
5,2011-01-05,1,2011,1,0,3,1,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,1,20,89,89.0,0.0
5,2011-01-05,1,2011,1,0,3,1,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,1,21,43,43.0,0.0
5,2011-01-05,1,2011,1,0,3,1,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,1,22,42,42.0,0.0
5,2011-01-05,1,2011,1,0,3,1,1,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,1,23,19,19.0,0.0
6,2011-01-06,1,2011,1,0,4,1,1,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,1,0,11,11.0,0.0
6,2011-01-06,1,2011,1,0,4,1,1,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,1,1,4,4.0,0.0
6,2011-01-06,1,2011,1,0,4,1,1,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,1,2,2,2.0,0.0
6,2011-01-06,1,2011,1,0,4,1,1,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,1,4,1,1.0,0.0
6,2011-01-06,1,2011,1,0,4,1,1,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,1,5,4,4.0,0.0
6,2011-01-06,1,2011,1,0,4,1,1,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,1,6,36,36.0,0.0
6,2011-01-06,1,2011,1,0,4,1,1,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,1,7,95,95.0,0.0
6,2011-01-06,1,2011,1,0,4,1,1,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,1,8,219,219.0,0.0
6,2011-01-06,1,2011,1,0,4,1,1,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,1,9,122,122.0,0.0
6,2011-01-06,1,2011,1,0,4,1,1,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,1,10,45,45.0,0.0
6,2011-01-06,1,2011,1,0,4,1,1,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,1,11,59,59.0,0.0
6,2011-01-06,1,2011,1,0,4,1,1,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,1,12,84,84.0,0.0
6,2011-01-06,1,2011,1,0,4,1,1,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,1,13,67,67.0,0.0
6,2011-01-06,1,2011,1,0,4,1,1,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,1,14,70,70.0,0.0
6,2011-01-06,1,2011,1,0,4,1,1,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,1,15,62,62.0,0.0
6,2011-01-06,1,2011,1,0,4,1,1,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,1,16,86,86.0,0.0
6,2011-01-06,1,2011,1,0,4,1,1,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,1,17,172,172.0,0.0
6,2011-01-06,1,2011,1,0,4,1,1,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,1,18,163,163.0,0.0
6,2011-01-06,1,2011,1,0,4,1,1,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,1,19,112,112.0,0.0
6,2011-01-06,1,2011,1,0,4,1,1,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,1,20,69,69.0,0.0
6,2011-01-06,1,2011,1,0,4,1,1,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,1,21,48,48.0,0.0
6,2011-01-06,1,2011,1,0,4,1,1,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,1,22,52,52.0,0.0
6,2011-01-06,1,2011,1,0,4,1,1,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,1,23,23,23.0,0.0
7,2011-01-07,1,2011,1,0,5,1,2,8.057402,10.44195,49.8696,11.304642,148,1362,1510,1,0,17,17.0,0.0
7,2011-01-07,1,2011,1,0,5,1,2,8.057402,10.44195,49.8696,11.304642,148,1362,1510,1,1,7,7.0,0.0
7,2011-01-07,1,2011,1,0,5,1,2,8.057402,10.44195,49.8696,11.304642,148,1362,1510,1,2,1,1.0,0.0
7,2011-01-07,1,2011,1,0,5,1,2,8.057402,10.44195,49.8696,11.304642,148,1362,1510,1,4,1,1.0,0.0
7,2011-01-07,1,2011,1,0,5,1,2,8.057402,10.44195,49.8696,11.304642,148,1362,1510,1,5,5,5.0,0.0
7,2011-01-07,1,2011,1,0,5,1,2,8.057402,10.44195,49.8696,11.304642,148,1362,1510,1,6,34,34.0,0.0
7,2011-01-07,1,2011,1,0,5,1,2,8.057402,10.44195,49.8696,11.304642,148,1362,1510,1,7,84,84.0,0.0
7,2011-01-07,1,2011,1,0,5,1,2,8.057402,10.44195,49.8696,11.304642,148,1362,1510,1,8,210,210.0,0.0
7,2011-01-07,1,2011,1,0,5,1,2,8.057402,10.44195,49.8696,11.304642,148,1362,1510,1,9,134,134.0,0.0
7,2011-01-07,1,2011,1,0,5,1,2,8.057402,10.44195,49.8696,11.304642,148,1362,1510,1,10,63,63.0,0.0
7,2011-01-07,1,2011,1,0,5,1,2,8.057402,10.44195,49.8696,11.304642,148,1362,1510,1,11,67,67.0,0.0
7,2011-01-07,1,2011,1,0,5,1,2,8.057402,10.44195,49.8696,11.304642,148,1362,1510,1,12,59,59.0,0.0
7,2011-01-07,1,2011,1,0,5,1,2,8.057402,10.44195,49.8696,11.304642,148,1362,1510,1,13,73,73.0,0.0
7,2011-01-07,1,2011,1,0,5,1,2,8.057402,10.44195,49.8696,11.304642,148,1362,1510,1,14,50,50.0,0.0
7,2011-01-07,1,2011,1,0,5,1,2,8.057402,10.44195,49.8696,11.304642,148,1362,1510,1,15,72,72.0,0.0
7,2011-01-07,1,2011,1,0,5,1,2,8.057402,10.44195,49.8696,11.304642,148,1362,1510,1,16,87,87.0,0.0
7,2011-01-07,1,2011,1,0,5,1,2,8.057402,10.44195,49.8696,11.304642,148,1362,1510,1,17,187,187.0,0.0
7,2011-01-07,1,2011,1,0,5,1,2,8.057402,10.44195,49.8696,11.304642,148,1362,1510,1,18,123,123.0,0.0
7,2011-01-07,1,2011,1,0,5,1,2,8.057402,10.44195,49.8696,11.304642,148,1362,1510,1,19,95,95.0,0.0
7,2011-01-07,1,2011,1,0,5,1,2,8.057402,10.44195,49.8696,11.304642,148,1362,1510,1,20,51,51.0,0.0
7,2011-01-07,1,2011,1,0,5,1,2,8.057402,10.44195,49.8696,11.304642,148,1362,1510,1,21,39,39.0,0.0
7,2011-01-07,1,2011,1,0,5,1,2,8.057402,10.44195,49.8696,11.304642,148,1362,1510,1,22,36,36.0,0.0
7,2011-01-07,1,2011,1,0,5,1,2,8.057402,10.44195,49.8696,11.304642,148,1362,1510,1,23,15,15.0,0.0
8,2011-01-08,1,2011,1,0,6,0,2,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,1,0,25,0.0,25.0
8,2011-01-08,1,2011,1,0,6,0,2,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,1,1,16,0.0,16.0
8,2011-01-08,1,2011,1,0,6,0,2,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,1,2,16,0.0,16.0
8,2011-01-08,1,2011,1,0,6,0,2,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,1,3,7,0.0,7.0
8,2011-01-08,1,2011,1,0,6,0,2,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,1,4,1,0.0,1.0
8,2011-01-08,1,2011,1,0,6,0,2,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,1,5,5,0.0,5.0
8,2011-01-08,1,2011,1,0,6,0,2,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,1,6,2,0.0,2.0
8,2011-01-08,1,2011,1,0,6,0,2,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,1,7,9,0.0,9.0
8,2011-01-08,1,2011,1,0,6,0,2,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,1,8,15,0.0,15.0
8,2011-01-08,1,2011,1,0,6,0,2,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,1,9,20,0.0,20.0
8,2011-01-08,1,2011,1,0,6,0,2,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,1,10,61,0.0,61.0
8,2011-01-08,1,2011,1,0,6,0,2,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,1,11,62,0.0,62.0
8,2011-01-08,1,2011,1,0,6,0,2,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,1,12,98,0.0,98.0
8,2011-01-08,1,2011,1,0,6,0,2,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,1,13,102,0.0,102.0
8,2011-01-08,1,2011,1,0,6,0,2,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,1,14,95,0.0,95.0
8,2011-01-08,1,2011,1,0,6,0,2,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,1,15,74,0.0,74.0
8,2011-01-08,1,2011,1,0,6,0,2,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,1,16,76,0.0,76.0
8,2011-01-08,1,2011,1,0,6,0,2,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,1,17,69,0.0,69.0
8,2011-01-08,1,2011,1,0,6,0,2,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,1,18,55,0.0,55.0
8,2011-01-08,1,2011,1,0,6,0,2,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,1,19,30,0.0,30.0
8,2011-01-08,1,2011,1,0,6,0,2,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,1,20,28,0.0,28.0
8,2011-01-08,1,2011,1,0,6,0,2,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,1,21,37,0.0,37.0
8,2011-01-08,1,2011,1,0,6,0,2,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,1,22,34,0.0,34.0
8,2011-01-08,1,2011,1,0,6,0,2,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,1,23,22,0.0,22.0
9,2011-01-09,1,2011,1,0,0,0,1,5.671653,5.80875,43.416700000000006,24.25065,54,768,822,1,0,25,0.0,25.0
9,2011-01-09,1,2011,1,0,0,0,1,5.671653,5.80875,43.416700000000006,24.25065,54,768,822,1,1,12,0.0,12.0
9,2011-01-09,1,2011,1,0,0,0,1,5.671653,5.80875,43.416700000000006,24.25065,54,768,822,1,2,11,0.0,11.0
9,2011-01-09,1,2011,1,0,0,0,1,5.671653,5.80875,43.416700000000006,24.25065,54,768,822,1,3,4,0.0,4.0
9,2011-01-09,1,2011,1,0,0,0,1,5.671653,5.80875,43.416700000000006,24.25065,54,768,822,1,4,1,0.0,1.0
9,2011-01-09,1,2011,1,0,0,0,1,5.671653,5.80875,43.416700000000006,24.25065,54,768,822,1,5,1,0.0,1.0
9,2011-01-09,1,2011,1,0,0,0,1,5.671653,5.80875,43.416700000000006,24.25065,54,768,822,1,6,1,0.0,1.0
9,2011-01-09,1,2011,1,0,0,0,1,5.671653,5.80875,43.416700000000006,24.25065,54,768,822,1,7,6,0.0,6.0
9,2011-01-09,1,2011,1,0,0,0,1,5.671653,5.80875,43.416700000000006,24.25065,54,768,822,1,8,10,0.0,10.0
9,2011-01-09,1,2011,1,0,0,0,1,5.671653,5.80875,43.416700000000006,24.25065,54,768,822,1,9,19,0.0,19.0
9,2011-01-09,1,2011,1,0,0,0,1,5.671653,5.80875,43.416700000000006,24.25065,54,768,822,1,10,49,0.0,49.0
9,2011-01-09,1,2011,1,0,0,0,1,5.671653,5.80875,43.416700000000006,24.25065,54,768,822,1,11,49,0.0,49.0
9,2011-01-09,1,2011,1,0,0,0,1,5.671653,5.80875,43.416700000000006,24.25065,54,768,822,1,12,83,0.0,83.0
9,2011-01-09,1,2011,1,0,0,0,1,5.671653,5.80875,43.416700000000006,24.25065,54,768,822,1,13,75,0.0,75.0
9,2011-01-09,1,2011,1,0,0,0,1,5.671653,5.80875,43.416700000000006,24.25065,54,768,822,1,14,72,0.0,72.0
9,2011-01-09,1,2011,1,0,0,0,1,5.671653,5.80875,43.416700000000006,24.25065,54,768,822,1,15,82,0.0,82.0
9,2011-01-09,1,2011,1,0,0,0,1,5.671653,5.80875,43.416700000000006,24.25065,54,768,822,1,16,92,0.0,92.0
9,2011-01-09,1,2011,1,0,0,0,1,5.671653,5.80875,43.416700000000006,24.25065,54,768,822,1,17,62,0.0,62.0
